TIMESTAMP,FORECAST
20131101 01:00,0.2655733987753409
20131101 02:00,0.16020674974377058
20131101 03:00,0.07873043914537825
20131101 04:00,0.09158477892760764
20131101 05:00,0.10019321434173029
20131101 06:00,0.13095323938329234
20131101 07:00,0.22148145736360303
20131101 08:00,0.39758168183816933
20131101 09:00,0.20795714221820483
20131101 10:00,0.07757746966823542
20131101 11:00,0.0629170501810456
20131101 12:00,0.1039254811509685
20131101 13:00,0.09876703900662581
20131101 14:00,0.08979529721974888
20131101 15:00,0.11305637989193495
20131101 16:00,0.08740660778272091
20131101 17:00,0.07977855725936761
20131101 18:00,0.08882902225504752
20131101 19:00,0.08936558067460088
20131101 20:00,0.08936558067460088
20131101 21:00,0.11878830118950118
20131101 22:00,0.3514578940418537
20131101 23:00,0.5471128669369856
20131102 00:00,0.4845369566352331
20131102 01:00,0.30247577029989636
20131102 02:00,0.30852672978807927
20131102 03:00,0.48932034127609225
20131102 04:00,0.3483540019557295
20131102 05:00,0.7637339897336317
20131102 06:00,0.7195262007608954
20131102 07:00,0.7189598716911011
20131102 08:00,0.5711834878901978
20131102 09:00,0.8151866369309491
20131102 10:00,0.74584173291273
20131102 11:00,0.5950836760682698
20131102 12:00,0.5438267694192271
20131102 13:00,0.5249490741323533
20131102 14:00,0.30557032226600156
20131102 15:00,0.42598671008910804
20131102 16:00,0.16813234245109066
20131102 17:00,0.5521662404917655
20131102 18:00,0.4013394252168936
20131102 19:00,0.5911151085264053
20131102 20:00,0.38907960262718266
20131102 21:00,0.4183808248048376
20131102 22:00,0.4718523385442711
20131102 23:00,0.15836262065394047
20131103 00:00,0.28528758224169404
20131103 01:00,0.2392891825282787
20131103 02:00,0.3900279789237431
20131103 03:00,0.20947272844171494
20131103 04:00,0.2001706836266416
20131103 05:00,0.3109550809154217
20131103 06:00,0.3117142033084732
20131103 07:00,0.3091359441176802
20131103 08:00,0.5286094751151222
20131103 09:00,0.4985145223572365
20131103 10:00,0.2433031938976311
20131103 11:00,0.2694938061016675
20131103 12:00,0.69146245151565
20131103 13:00,0.8148834509198704
20131103 14:00,0.8513032626726108
20131103 15:00,0.8668371863074804
20131103 16:00,0.9046243541512446
20131103 17:00,0.8969146511042574
20131103 18:00,0.8854608322769852
20131103 19:00,0.8779714141642041
20131103 20:00,0.896212643556352
20131103 21:00,0.8357697490085712
20131103 22:00,0.8628521958545314
20131103 23:00,0.8801179679333478
20131104 00:00,0.8990070403634727
20131104 01:00,0.8811947983612481
20131104 02:00,0.8753593940788259
20131104 03:00,0.8045579082942158
20131104 04:00,0.5342311040303904
20131104 05:00,0.2795924728195456
20131104 06:00,0.2850913414904339
20131104 07:00,0.31671905397607136
20131104 08:00,0.3682108994273363
20131104 09:00,0.30879981356823605
