TIMESTAMP,FORECAST
20131101 1:00,0.3604508821751111
20131101 2:00,0.3658661080200702
20131101 3:00,0.3665507526765266
20131101 4:00,0.36097491379009433
20131101 5:00,0.37453936691114337
20131101 6:00,0.37727404339034704
20131101 7:00,0.34082509957548945
20131101 8:00,0.2320422457376759
20131101 9:00,0.1638136479987372
20131101 10:00,0.038047730957956966
20131101 11:00,0.0007172485289776986
20131101 12:00,0.047876334172067464
20131101 13:00,0.06669070895138052
20131101 14:00,0.03043653205036971
20131101 15:00,-0.0200755786425819
20131101 16:00,0.0532361167290151
20131101 17:00,0.07582389691009525
20131101 18:00,0.098088320114979
20131101 19:00,0.06935754980512246
20131101 20:00,-0.018467451758218553
20131101 21:00,0.005918055254244936
20131101 22:00,0.0809693494972418
20131101 23:00,0.14112737393460517
20131102 0:00,0.20380363985531985
20131102 1:00,0.43230681594135706
20131102 2:00,0.4817869909652965
20131102 3:00,0.5476398237149891
20131102 4:00,0.6204818221846455
20131102 5:00,0.6487506452091669
20131102 6:00,0.6038505652547643
20131102 7:00,0.5435431708128955
20131102 8:00,0.5166152879631722
20131102 9:00,0.5195394810872085
20131102 10:00,0.46907123733847583
20131102 11:00,0.41869583414133454
20131102 12:00,0.3385669174812484
20131102 13:00,0.4741033163226411
20131102 14:00,0.5737111948822282
20131102 15:00,0.32822278328793747
20131102 16:00,0.37816577035850824
20131102 17:00,0.48470991179093276
20131102 18:00,0.5382175279810477
20131102 19:00,0.47776421387572915
20131102 20:00,0.4025378783091154
20131102 21:00,0.4445585521223427
20131102 22:00,0.5230787307946889
20131102 23:00,0.5148468826681689
20131103 0:00,0.5043833785609753
20131103 1:00,0.44809078994327506
20131103 2:00,0.4580011516861274
20131103 3:00,0.5914702546175639
20131103 4:00,0.6239919209811833
20131103 5:00,0.6027498843420842
20131103 6:00,0.601654646930071
20131103 7:00,0.5986502108989924
20131103 8:00,0.5944702092974361
20131103 9:00,0.5306517753879254
20131103 10:00,0.4615496347821573
20131103 11:00,0.3956526533074098
20131103 12:00,0.5364682949511477
20131103 13:00,0.5514593744095178
20131103 14:00,0.5903544244266761
20131103 15:00,0.6437853970752918
20131103 16:00,0.682417005131893
20131103 17:00,0.7083299645562751
20131103 18:00,0.7293298279321772
20131103 19:00,0.7443917861141851
20131103 20:00,0.7627975084475551
20131103 21:00,0.7975615579927386
20131103 22:00,0.8624660010133374
20131103 23:00,0.8016701874569052
20131104 0:00,0.7100988895490465
20131104 1:00,0.6658586031183396
20131104 2:00,0.5812205240166546
20131104 3:00,0.5107597686327572
20131104 4:00,0.43506748421097224
20131104 5:00,0.3966059600845087
20131104 6:00,0.3880602304922265
20131104 7:00,0.38993292212068614
20131104 8:00,0.4046562868353744
20131104 9:00,0.3046207010336978
20131104 10:00,0.3438561688054347
20131104 11:00,0.41142362419950285
20131104 12:00,0.45505762127406707
20131104 13:00,0.4864598215239159
20131104 14:00,0.5157612022316351
20131104 15:00,0.5378908619649012
20131104 16:00,0.5751099174508489
20131104 17:00,0.609193598310128
20131104 18:00,0.5986276700626036
20131104 19:00,0.5714093425693316
20131104 20:00,0.5535159057030903
20131104 21:00,0.6259239092521192
20131104 22:00,0.6861514009222205
20131104 23:00,0.7025054487308682
20131105 0:00,0.6163765529921941
20131105 1:00,0.4372578303364902
20131105 2:00,0.3361516889909099
20131105 3:00,0.26185580520726426
20131105 4:00,0.20668991121234825
20131105 5:00,0.16319082127655934
20131105 6:00,0.11362542850706314
20131105 7:00,0.09643294083400575
20131105 8:00,0.17176799741399035
20131105 9:00,0.25502249611484723
20131105 10:00,0.3328520673491193
20131105 11:00,0.32642127355649286
20131105 12:00,0.3188434070231795
20131105 13:00,0.3241523166706195
20131105 14:00,0.3287090125663634
20131105 15:00,0.329812218644796
20131105 16:00,0.3106332302028706
20131105 17:00,0.29806941787818886
20131105 18:00,0.30863785553821915
20131105 19:00,0.3253528993407473
20131105 20:00,0.3366031002106611
20131105 21:00,0.4161670468217084
20131105 22:00,0.42931732368523806
20131105 23:00,0.4861736056156975
20131106 0:00,0.4839909058096205
20131106 1:00,0.3860116759930129
20131106 2:00,0.3149373533020575
20131106 3:00,0.26586756337278383
20131106 4:00,0.24904811595173265
20131106 5:00,0.25063428234441015
20131106 6:00,0.24601842973425003
20131106 7:00,0.23376887429297438
20131106 8:00,0.16888680003672574
20131106 9:00,0.16938582545060837
20131106 10:00,0.1402038938275633
20131106 11:00,0.265127627431822
20131106 12:00,0.24500023827643752
20131106 13:00,0.3774541338072758
20131106 14:00,0.4625200669688572
20131106 15:00,0.5008524305447744
20131106 16:00,0.47122575274739426
20131106 17:00,0.35827176544191996
20131106 18:00,0.23316676575041817
20131106 19:00,0.18821723933379758
20131106 20:00,0.2067625597304969
20131106 21:00,0.26600991775164406
20131106 22:00,0.14948261720536204
20131106 23:00,0.11297205431491383
20131107 0:00,0.25004184433380366
20131107 1:00,0.3563275134707455
20131107 2:00,0.4258889153413497
20131107 3:00,0.33667514263950143
20131107 4:00,0.4025765779064683
20131107 5:00,0.4884645230177754
20131107 6:00,0.5974442674541962
20131107 7:00,0.7927127714291906
20131107 8:00,0.7094868633753657
20131107 9:00,0.4142664688695837
20131107 10:00,0.13097557386348466
20131107 11:00,-0.045479430035814145
20131107 12:00,0.3637959131694689
20131107 13:00,0.3968366028906076
20131107 14:00,0.4299226390861796
20131107 15:00,0.2446802612359309
20131107 16:00,0.5727306888804642
20131107 17:00,0.6407948821453708
20131107 18:00,0.6851925396484273
20131107 19:00,0.6427572330154925
20131107 20:00,0.6712163377654821
20131107 21:00,0.6661606735843608
20131107 22:00,0.7385059147766504
20131107 23:00,0.7892039608927082
