TIMESTAMP,FORECAST
20131101 1:00,0.3790344233669895
20131101 2:00,0.3838537106273279
20131101 3:00,0.3844630110268284
20131101 4:00,0.37950078598203235
20131101 5:00,0.39157248862035937
20131101 6:00,0.39400621749791703
20131101 7:00,0.3528358713749748
20131101 8:00,0.1957913813776902
20131101 9:00,0.11312926040504206
20131101 10:00,0.03562930945108839
20131101 11:00,0.02149451338003866
20131101 12:00,0.03763628263088925
20131101 13:00,0.04147812513426696
20131101 14:00,0.03313094134830613
20131101 15:00,0.01335319209063629
20131101 16:00,0.03873073517994691
20131101 17:00,0.0433430964714866
20131101 18:00,0.04788942917640121
20131101 19:00,0.042022686548708166
20131101 20:00,0.013982845650092335
20131101 21:00,0.02353086169213342
20131101 22:00,0.0443937834425015
20131101 23:00,0.0815707614591819
20131102 0:00,0.16281976355292987
20131102 1:00,0.46336750779811003
20131102 2:00,0.5258566232272939
20131102 3:00,0.601381941399435
20131102 4:00,0.679591631809646
20131102 5:00,0.7093738176648949
20131102 6:00,0.6620700256054382
20131102 7:00,0.596950616045425
20131102 8:00,0.5700413773589244
20131102 9:00,0.571591423426705
20131102 10:00,0.5080083682854235
20131102 11:00,0.44054528839907287
20131102 12:00,0.34951813256767555
20131102 13:00,0.5150715618037038
20131102 14:00,0.6295831902795028
20131102 15:00,0.3343204496489332
20131102 16:00,0.3947998110691547
20131102 17:00,0.5299593321662923
20131102 18:00,0.59118989951142
20131102 19:00,0.5202101194355353
20131102 20:00,0.4169387382774529
20131102 21:00,0.4839106115396135
20131102 22:00,0.5748143516179571
20131102 23:00,0.5684459874392822
20131103 0:00,0.5564336980885092
20131103 1:00,0.4895282298591526
20131103 2:00,0.49920428978202275
20131103 3:00,0.648793060763857
20131103 4:00,0.683289642676179
20131103 5:00,0.6609104200753342
20131103 6:00,0.6597565494620476
20131103 7:00,0.6565595772520658
20131103 8:00,0.6520380940999753
20131103 9:00,0.5830060694215102
20131103 10:00,0.5013664782044793
20131103 11:00,0.41045890466363905
20131103 12:00,0.5892977644292641
20131103 13:00,0.6055135269250091
20131103 14:00,0.6475860738079633
20131103 15:00,0.7041427564844478
20131103 16:00,0.7442465648719654
20131103 17:00,0.7695310225851466
20131103 18:00,0.7889612582671768
20131103 19:00,0.8023802236994508
20131103 20:00,0.8187782078634591
20131103 21:00,0.8463489662437211
20131103 22:00,0.8598633218067915
20131103 23:00,0.8477185708797885
20131104 0:00,0.771257043470875
20131104 1:00,0.7273976448901311
20131104 2:00,0.6377059874459372
